Group;No.;Compounds;SMILES;RI
Train;m485;Desoxycortone 21-(3-phenylpropionate);C1(=O)CC[C@]2(C(=C1)CC[C@H]1[C@@H]3CC[C@H](C(=O)COC(=O)CCc4ccccc4)[C@@]3(C)CC[C@H]21)C;892.97
Train;m486;Desoxypipradol;C1CCC(NC1)C(c1ccccc1)c1ccccc1;381.35
Test;m487;DET;N(CCc1c2c([nH]c1)cccc2)(CC)CC;231.68
Train;m488;Detajmium;CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)[N+]3([C@@H]1O)CC(CN(CC)CC)O)c1ccccc1N4C;253.06
Train;m489;Dexamethasone;C1=C[C@]2(C(=CC1=O)CC[C@@H]1[C@@]2([C@H](C[C@]2([C@H]1C[C@H]([C@@]2(C(=O)CO)O)C)C)O)F)C;540.18
Train;m490;Dexfenfluramine;FC(F)(F)c1cc(ccc1)C[C@@H](NCC)C;361.49
Train;m491;Dextromethorphan;O(c1cc2[C@]34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4)C;397.38
Train;m492;Dextropropoxyphene;O([C@](c1ccccc1)([C@@H](CN(C)C)C)Cc1ccccc1)C(=O)CC;490.55
Train;m493;Diafenthiuron;c1(c(cc(cc1C(C)C)Oc1ccccc1)C(C)C)NC(=S)NC(C)(C)C;888.39
Train;m494;Dialifos;N1(C(SP(=S)(OCC)OCC)CCl)C(=O)c2c(C1=O)cccc2;780.72
Test;m495;Diallate;N(C(=O)SC/C(=C\Cl)/Cl)(C(C)C)C(C)C;802.1
Train;m496;Diaveridine;c1(Cc2c(nc(nc2)N)N)cc(c(cc1)OC)OC;196.55
Test;m497;Diazepam;C1(=NCC(=O)N(c2c1cc(cc2)Cl)C)c1ccccc1;628
Test;m498;Diazinon;S=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC;743.3
Test;m499;Diazinon-O-analog;P(=O)(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC;560.8
Train;m500;Dibenzepin;O=c1n(c2c(n(c3c1cccc3)C)cccc2)CCN(C)C;319.5
Train;m501;Dibutylchlorendate;ClC12C(C(C(Cl)(C1(Cl)Cl)C(=C2Cl)Cl)C(=O)OCCCC)C(=O)OCCCC;970.86
Test;m502;Dibutylone;c12c(ccc(c1)C(=O)C(N(C)C)CC)OCO2;234.73
Test;m503;Dicamba;COc1c(Cl)ccc(c1C(=O)O)Cl;279.79
Train;m504;Dicamba-methyl;Clc1c(c(OC)c(Cl)cc1)C(=O)OC;636.4
Train;m505;Dicapthon;Clc1c(OP(=S)(OC)OC)ccc(c1)N(O)O;702.07
Train;m506;Dichlofenthion;c1(OP(=S)(OCC)OCC)c(cc(cc1)Cl)Cl;858.61
Train;m507;Dichlofluanid;N(c1ccccc1)(S(=O)(=O)N(C)C)SC(F)(Cl)Cl;665.42
Train;m508;Dichlormid;N(C(=O)C(Cl)Cl)(CC=C)CC=C;448.55
Train;m509;Dichlorobenzamide;O=C(N)c1cccc(Cl)c1Cl;242.37
Train;m510;Dichlorprop-methyl;Clc1c(OC(C)C(=O)OC)ccc(Cl)c1;704.36
Train;m511;Dichlorvos;ClC(=COP(=O)(OC)OC)Cl;434.8
Train;m512;Diclobutrazol (main peak);[C@@H](n1cncn1)(Cc1c(cc(cc1)Cl)Cl)[C@H](C(C)(C)C)O;718.11
Train;m513;Diclofenac;N(c1c(Cl)cccc1Cl)c1c(CC(=O)O)cccc1;677.63
Train;m514;Diclofop-methyl;COC(=O)C(Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl)C;838.76
Train;m515;Dicloran;Nc1c(Cl)cc(cc1Cl)N(=O)=O;575.31
Train;m516;Dicrotophos;P(=O)(O/C(=C/C(=O)N(C)C)/C)(OC)OC;243.9
Train;m517;Dicycloverine;C1(C2CCCCC2)(C(=O)OCCN(CC)CC)CCCCC1;663.12
Train;m518;Dienogest;[C@@]12([C@H]([C@H]3C(=C4C(=CC(=O)CC4)CC3)CC2)CC[C@]1(CC#N)O)C;518.04
Train;m519;Diethazine;N1(c2c(Sc3c1cccc3)cccc2)CCN(CC)CC;492.84
Train;m520;Diethofencarb;c1(c(ccc(c1)NC(=O)OC(C)C)OCC)OCC;590.58
Train;m521;Diethylcarbamazine;N1(C(=O)N(CC)CC)CCN(CC1)C;141.57
Test;m522;Difenoconazole ;C1(c2c(cc(cc2)Oc2ccc(cc2)Cl)Cl)(Cn2cncn2)OC(CO1)C;785.3
Test;m523;Difenoxuron;c1(Oc2ccc(cc2)OC)ccc(cc1)NC(=O)N(C)C;544
Train;m524;Difenzoquat;[n+]1(n(c(cc1c1ccccc1)c1ccccc1)C)C;298.11
Train;m525;difloxacin;c12n(c3ccc(cc3)F)cc(c(=O)c1cc(c(c2)N1CCN(CC1)C)F)C(=O)O;279.02
Train;m526;Diflubenzuron;Clc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1;708.18
Train;m527;Diflufenican;Fc1ccc(c(c1)F)NC(=O)c1cccnc1Oc1cccc(c1)C(F)(F)F;795.23
Train;m528;Diflufenzopyr;c1(c(cccn1)C(=O)O)/C(=N/NC(=O)Nc1cc(cc(c1)F)F)/C;375.24
Train;m529;Dihydrocodeine;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)CC[C@@H]2O;156.84
Train;m530;Dihydroergocristine;O1[C@]2(O)N(C(=O)[C@@]1(NC(=O)[C@@H]1C[C@H]3[C@H](N(C1)C)Cc1c4c3cccc4[nH]c1)C(C)C)[C@H](C(=O)N1[C@H]2CCC1)Cc1ccccc1;524.15
Train;m531;Dihydromorphine;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(O)cc4)CC[C@@H]2O;103.39
Train;m532;Dikegulac;[C@@]12([C@H]([C@H]3[C@@H](O1)COC(O3)(C)C)OC(O2)(C)C)C(=O)O;263.75
Train;m533;Diltiazem;O=C1[C@H](OC(=O)C)[C@H](c2ccc(OC)cc2)Sc2ccccc2N1CCN(C)C;448.55
Train;m534;Dimefuron;C(c1nn(c(=O)o1)c1c(cc(cc1)NC(=O)N(C)C)Cl)(C)(C)C;569.2
Test;m535;Dimethachlor;c1(N(CCOC)C(=O)CCl)c(cccc1C)C;555.45
Train;m536;Dimethenamid;c1(N(C(COC)C)C(=O)CCl)c(csc1C)C;607.38
Train;m537;Dimethipin;S1(=O)(=O)C(=C(S(=O)(=O)CC1)C)C;185.1
Test;m538;Dimethirimol;c1(c(nc(nc1O)N(C)C)C)CCCC;488.26
Train;m539;Dimethoate;P(=S)(OC)(OC)SCC(=O)NC;299.64
Train;m540;Dimethocain;c1(C(=O)OCC(CN(CC)CC)(C)C)ccc(cc1)N;224.04
Train;m541;Dimethomorph Peak 1;C(=C\C(=O)N1CCOCC1)(/c1cc(c(cc1)OC)OC)\c1ccc(cc1)Cl;604.33
Test;m542;Dimethylanilin (N.N-);c1(ccccc1)N(C)C;378.29
Test;m543;Dimethylcathinone;O=C(C(N(C)C)C)c1ccccc1;178.23
Test;m544;Dimethylphthalate;c1(c(C(=O)OC)cccc1)C(=O)OC;406.55
Train;m545;Dimethylvinphos;c1(/C(=C\Cl)/OP(=O)(OC)OC)c(cc(cc1)Cl)Cl;653.2
Train;m546;Dimetindene;C1(=C(Cc2c1cccc2)CCN(C)C)C(c1ccccn1)C;424.11
Test;m547;Dimetotiazine;c12N(c3c(Sc1ccc(c2)S(=O)(=O)N(C)C)cccc3)CC(N(C)C)C;435.57
Train;m548;Dimetridazole;n1(c(cnc1C)N(O)O)C;226.33
Train;m549;Dimoxystrobin;C(=N\OC)(/C(=O)NC)\c1c(COc2c(ccc(c2)C)C)cccc1;714.29
Train;m550;Diniconazole;Clc1c(/C=C(/n2ncnc2)\C(O)C(C)(C)C)ccc(Cl)c1;779.19
Train;m551;Dinocap;C(=O)(/C=C/C)Oc1c(cc(cc1N(O)O)N(O)O)CCCCCC(C)C;899.08
Train;m552;Dinotefuran;CNC(=NN(=O)=O)NCC1COCC1;174.41
Train;m553;Dioxacarb;c1(c(cccc1)OC(=O)NC)C1OCCO1;294.3
Train;m554;Dioxathion;P(=S)(SC1C(SP(=S)(OCC)OCC)OCCO1)(OCC)OCC;825.01
Train;m555;Dioxethedrin;OC(C(NCC)C)c1cc(O)c(O)cc1;52.23
Train;m556;Diphacinone;O=C1C(C(=O)c2c1cccc2)C(=O)C(c1ccccc1)c1ccccc1;556.98
Train;m557;Diphenamid;C(c1ccccc1)(c1ccccc1)C(=O)N(C)C;554.69
Train;m558;Diphenhydramine;CN(CCOC(c1ccccc1)c1ccccc1)C;406.55
Train;m559;Diphenoxylate;O(C(=O)C1(c2ccccc2)CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)CC;696.72
Train;m560;Diphenylamine;N(c1ccccc1)c1ccccc1;668.47
Test;m561;Diphenylpyraline;O(C(c1ccccc1)c1ccccc1)C1CCN(CC1)C;452.37
Train;m562;Diponium;O(C(=O)C(C1CCCC1)C1CCCC1)CC[N+](CC)(CC)CC;602.8
Train;m563;Diprophylline;O=c1n(c(=O)n(c2ncn(c12)CC(O)CO)C)C;187.39
Train;m564;DiPT;c1cccc2c1[nH]cc2CCN(C(C)C)C(C)C;272.15
Train;m565;Dipyridamole;c1(nc2c(nc(nc2N2CCCCC2)N(CCO)CCO)c(n1)N1CCCCC1)N(CCO)CCO;615.02
Train;m566;Diquat;c12[n+](cccc1)CC[n+]1c2cccc1;-5.81
Train;m567;Disopyramide;O=C(N)C(c1ncccc1)(c1ccccc1)CCN(C(C)C)C(C)C;262.22
Train;m568;Disulfoton;S(P(=S)(OCC)OCC)CCSCC;779.96
Train;m569;Disulfoton-sulfone;S(=O)(=O)(CCSP(=S)(OCC)OCC)CC;512.69
Train;m570;Disulfoton-sulfoxid;S(P(=S)(OCC)OCC)CCS(=O)CC;500.47
Train;m571;Ditalimfos;S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2;677.63
Train;m572;Dithiopyr;S(C(=O)c1c(nc(c(c1CC(C)C)C(=O)SC)C(F)F)C(F)(F)F)C;796.76
Train;m573;Diuron;O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl;560.04
Train;m574;Dixyrazine;S1c2c(N(c3c1cccc3)C[C@@H](CN1CCN(CC1)CCOCCO)C)cccc2;593.63
Test;m575;DMAA. Methylhexanamine;[C@H](C[C@@H](C)N)(CC)C;257.64
Train;m576;DMPEA;NCCc1ccc(c(c1)OC)OC;169.83
Train;m577;DMT . Dimethyltryptamine;CN(C)CCc1c[nH]c2ccccc12;201.13
Train;m578;DNOC (4.6-dinitro-o-cresol);c1(cc(C)c(c(c1)N(O)O)O)N(O)O;433.27
Train;m579;DOB;Brc1c(OC)cc(CC(N)C)c(OC)c1;353.09
Train;m580;Dobutamine;Oc1c(O)ccc(c1)CCNC(CCc1ccc(O)cc1)C;221.75
Train;m581;DOC;Clc1c(OC)cc(CC(N)C)c(OC)c1;333.24
Train;m582;Dodemorph I;O1C(CN(C2CCCCCCCCCCC2)CC1C)C;595.93
Train;m583;DOET;O(c1c(CC(N)C)cc(OC)c(c1)CC)C;425.64
Train;m584;DOM;O(c1c(CC(N)C)cc(OC)c(c1)C)C;345.46
Test;m585;Donepezil;c12c(cc(c(c2)OC)OC)CC(C1=O)CC1CCN(CC1)Cc1ccccc1;343.93
Train;m586;Dorzolamide;C1[C@@H](S(=O)(=O)c2c([C@H]1NCC)cc(s2)S(=O)(=O)N)C;143.86
Train;m587;Dosulepin;S1c2c(/C(=C\CCN(C)C)/c3c(C1)cccc3)cccc2;481.38
Train;m588;Doxapram;O=C1N(CC(C1(c1ccccc1)c1ccccc1)CCN1CCOCC1)CC;376
Train;m589;Doxepin;C1(=CCCN(C)C)c2c(COc3c1cccc3)cccc2;435.57
Test;m590;Doxylamine;O(C(c1ncccc1)(c1ccccc1)C)CCN(C)C;295.82
Train;m591;DPT;c12c(c[nH]c1cccc2)CCN(CCC)CCC;301.93
Train;m592;Drazoxolon;Clc1c(N/N=C/2\C(=O)ON=C2C)cccc1;689.85
Test;m593;Drofenine;O(C(=O)C(C1CCCCC1)c1ccccc1)CCN(CC)CC;602.03
Test;m594;Droperidol;Fc1ccc(C(=O)CCCN2CC=C(n3c4c([nH]c3=O)cccc4)CC2)cc1;370.66
Test;m595;Dropropizine;OCC(CN1CCN(CC1)c1ccccc1)O;189.68
Train;m596;Duloxetine;CNCC[C@@H](c1cccs1)Oc1cccc2c1cccc2;519.56
Train;m597;Ebastine;O(C1CCN(CC1)CCCC(=O)c1ccc(C(C)(C)C)cc1)C(c1ccccc1)c1ccccc1;731.09
Train;m598;Ecgonine methyl ester;C1C[C@H]2C[C@@H]([C@H](C(=O)OC)[C@@H]1N2C)O;5.65
Train;m599;EDDP;N1(C(CC(/C/1=C/C)(c1ccccc1)c1ccccc1)C)C;387.46
Train;m600;Edifenphos;S(P(=O)(Sc1ccccc1)OCC)c1ccccc1;724.98
Train;m601;Emamectin B1a;C1[C@@H](O[C@H]([C@@H]([C@H]1OC)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)NC)OC)C)O[C@@H]1/C(=C/C[C@H]2O[C@@]3(C[C@@H](OC(=O)[C@@H]4C=C([C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]1C)/[C@@]45O)C)C2)O[C@@H]([C@H](C=C3)C)[C@@H](C)CC)/C;847.16
Train;m602;Emamectin B1b;C1[C@@H](O[C@H]([C@@H]([C@H]1OC)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)NC)OC)C)O[C@@H]1/C(=C/C[C@H]2O[C@@]3(C[C@@H](OC(=O)[C@@H]4C=C([C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]1C)/[C@@]45O)C)C2)O[C@@H]([C@H](C=C3)C)C(C)C)/C;817.38
Train;m603;Embutramide;O(c1cc(C(CNC(=O)CCCO)(CC)CC)ccc1)C;586
Train;m604;Enalapril;O=C(N1[C@@H](CCC1)C(=O)O)[C@@H](N[C@H](C(=O)OCC)CCc1ccccc1)C;421.82
Train;m605;Endosulfan I / II;ClC12C(Cl)(Cl)C(Cl)(C3C1COS(=O)OC3)C(=C2Cl)Cl;756.29
Train;m606;Endothal Peak 1;C1(C(C2OC1CC2)C(=O)O)C(=O)O;144.63
Test;m607;Enoximon;S(c1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1)C;409.6
Train;m608;enrofloxacin;Fc1c(N2CCN(CC2)CC)cc2n(C3CC3)cc(c(=O)c2c1)C(=O)O;254.59
Train;m609;Entacapon;c1(cc(c(c(c1)O)O)N(O)O)/C=C(/C(=O)N(CC)CC)\C#N;426.4
Test;m610;Ephedrine;c1([C@H]([C@@H](NC)C)O)ccccc1;187.39
Train;m611;EPN;S=[P@@](Oc1ccc(cc1)N(O)O)(OCC)c1ccccc1;793.7
Test;m612;Epoxiconazole;Clc1c([C@H]2O[C@@]2(c2ccc(F)cc2)Cn2ncnc2)cccc1;683.74
Train;m613;Eprosartan;n1(c(/C=C(\Cc2cccs2)/C(=O)O)cnc1CCCC)Cc1ccc(cc1)C(=O)O;472.22
Train;m614;EPTC;S(C(=O)N(CCC)CCC)CC;715.05
Train;m615;Ergotamine;O1[C@]2(O)N(C(=O)[C@@]1(NC(=O)[C@@H]1C=C3[C@H](N(C1)C)Cc1c4c3cccc4[nH]c1)C)[C@H](C(=O)N1[C@H]2CCC1)Cc1ccccc1;485.2
Test;m616;Erythromycin;O([C@H]1[C@](O)(C[C@H](C(=O)[C@@H]([C@@H](O)[C@](O)([C@H](OC(=O)[C@@H]([C@@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@@H]1C)C)CC)C)C)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C;511.16
Train;m617;Esculin;O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1c(O)cc2oc(=O)ccc2c1;182.04
Train;m618;Esmolol;O(c1ccc(cc1)CCC(=O)OC)CC(O)CNC(C)C;295.82
Train;m619;Esomeprazole;[S@@](=O)(c1nc2c([nH]1)ccc(OC)c2)Cc1ncc(c(OC)c1C)C;496.66
Train;m620;Esprocarb;N(C(=O)SCc1ccccc1)(C(C(C)C)C)CC;834.18
Train;m621;Estazolam;c12c(C(=NCc3n1cnn3)c1ccccc1)cc(cc2)Cl;521.85
Train;m622;Etaconazole Peak 1;C1(c2c(cc(cc2)Cl)Cl)(Cn2cncn2)OC(CO1)CC;676.87
Train;m623;Ethambutol;OC[C@@H](NCCN[C@H](CO)CC)CC;47.65
Test;m624;Ethenzamide;c1(c(cccc1)OCC)C(=O)N;334
Train;m625;Ethiofencarb;CCSCc1ccccc1OC(=O)NC;488.26
Train;m626;Ethiofencarb-sulfone;c1(c(CS(=O)(=O)CC)cccc1)OC(=O)NC;253.82
Train;m627;Ethiofencarb-sulfoxide;c1(c(OC(=O)NC)cccc1)CS(=O)CC;259.17
Train;m628;Ethion;S(P(=S)(OCC)OCC)CSP(=S)(OCC)OCC;850.97
Train;m629;Ethiprole;Clc1c(n2nc(c(S(=O)CC)c2N)C#N)c(Cl)cc(c1)C(F)(F)F;611.96
Train;m630;Ethirimol;c1(c(nc(nc1O)NCC)C)CCCC;511.16
Train;m631;Ethofumesate;c12c(OC(C1(C)C)OCC)ccc(c2)OS(=O)(=O)C;598.22
Train;m632;ethopabate;CCOc1cc(ccc1C(=O)OC)NC(=O)C;406.55
Train;m633;Ethoprop;P(=O)(SCCC)(SCCC)OCC;676.11
Train;m634;Ethoxyquin;CCOc1ccc2NC(C)(C)C=C(C)c2c1;672.29
Train;m635;Ethoxysulfuron;c1(c(cccc1)OCC)OS(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC;611.96
Train;m636;Ethylcathinone;O=C(C(NCC)C)c1ccccc1;200.37
Train;m637;Ethylmorphine;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OCC)cc4)C=C[C@@H]2O;211.82
Train;m638;Ethylone;C(=O)(C(C)NCC)c1ccc2c(c1)OCO2;208.77
Train;m639;Ethylphenidate;O(C(=O)C(C1NCCCC1)c1ccccc1)CC;288.19
Test;m640;Etilefrine;OC(c1cc(O)ccc1)CNCC;103.39
Train;m641;Etizolam;Clc1c(C2=NCc3n(c4sc(cc24)CC)c(nn3)C)cccc1;534.84
Train;m642;Etodroxizine;C(N1CCN(CC1)CCOCCOCCO)(c1ccc(cc1)Cl)c1ccccc1;536.36
Train;m643;Etofylline;c12c(n(c(=O)n(c2=O)C)C)ncn1CCO;212.59
Train;m644;Etoxazole;C1(=NC(c2c(cc(C(C)(C)C)cc2)OCC)CO1)c1c(F)cccc1F;879.99
Train;m645;Etrimfos;S=P(Oc1nc(nc(OCC)c1)CC)(OC)OC;737.2
Test;m646;Exemestane;O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)C(=C)C3)C)CC2)CC1)C;589.82
Train;m647;Famotidine;S(CC/C(=N/S(=O)(=O)N)/N)Cc1nc(sc1)N=C(N)N;147.68
Train;m648;Famoxadone;C1(c2ccc(cc2)Oc2ccccc2)(C(=O)N(C(=O)O1)Nc1ccccc1)C;742.54
Test;m649;Famphur;S(=O)(=O)(N(C)C)c1ccc(OP(=S)(OC)OC)cc1;510.4
Train;m650;Fedrilate;C1(c2ccccc2)(C(=O)OC(CCN2CCOCC2)C)CCOCC1;367.6
Train;m651;Felodipine;O=C(C1=C(C)NC(=C(C(=O)OCC)C1c1cccc(Cl)c1Cl)C)OC;741.01
Train;m652;Fenamidone;N1(C(=O)[C@@](N=C1SC)(c1ccccc1)C)Nc1ccccc1;604.33
Test;m653;Fenamiphos;S(c1c(cc(OP(=O)(OCC)NC(C)C)cc1)C)C;698.25
Train;m654;Fenamiphos - sulfone;S(=O)(=O)(c1c(cc(OP(=O)(OCC)NC(C)C)cc1)C)C;450.84
Train;m655;Fenarimol;Clc1c(C(O)(c2ccc(Cl)cc2)c2cncnc2)cccc1;673.82
Train;m656;Fenazaquin;O(c1ncnc2c1cccc2)CCc1ccc(C(C)(C)C)cc1;944.9
Train;m657;Fenbendazole;S(c1cc2[nH]c(nc2cc1)NC(=O)OC)c1ccccc1;683.74
Test;m658;Fenbuconazole;Clc1ccc(CCC(c2ccccc2)(Cn2ncnc2)C#N)cc1;692.91
Test;m659;Fencamfamine;N(C1C(C2CC1CC2)c1ccccc1)CC;364.55
Train;m660;Fenclofos.Ronnel;Clc1c(OP(=S)(OC)OC)cc(Cl)c(Cl)c1;856.32
Train;m661;Fendiline;N(C(c1ccccc1)C)CCC(c1ccccc1)c1ccccc1;552.4
Train;m662;Fenethylline;O=c1n(c(=O)n(c2ncn(c12)CCNC(Cc1ccccc1)C)C)C;286.66
Train;m663;Fenfluramine;FC(F)(F)c1cc(ccc1)CC(NCC)C;357.68
Train;m664;Fenfuram;o1c(c(C(=O)Nc2ccccc2)cc1)C;479.86
Test;m665;Fenhexamid;C1(C(=O)Nc2c(c(c(cc2)O)Cl)Cl)(CCCCC1)C;667.71
Train;m666;Fenitrothion;S=P(Oc1cc(c(cc1)N(O)O)C)(OC)OC;657.78
Train;m667;Fenobucarb;c1(c(OC(=O)NC)cccc1)C(CC)C;591.34
Train;m668;Fenofibrate;Clc1ccc(C(=O)c2ccc(OC(C(=O)OC(C)C)(C)C)cc2)cc1;858.61
Test;m669;Fenoprop-methylester  (Silvex-methyester);c1(c(cc(c(c1)Cl)Cl)Cl)OC(C(=O)OC)C;781.49
Test;m670;Fenothiocarb;c1(ccccc1)OCCCCSC(=O)N(C)C;719.63
Train;m671;Fenoxaprop-P;c12c(oc(n1)Oc1ccc(cc1)O[C@@H](C(=O)O)C)cc(cc2)Cl;650.91
Test;m672;Fenoxycarb;CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1;708.94
Train;m673;Fenpiclonil;Clc1c(c2c(c[nH]c2)C#N)cccc1Cl;580.65
Train;m674;Fenpipramide;O=C(N)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1;296.59
Train;m675;Fenpiprane;N1(CCC(c2ccccc2)c2ccccc2)CCCCC1;421.06
Test;m676;Fenpropathrin;C1(C(C1(C)C)(C)C)C(=O)OC(c1cc(Oc2ccccc2)ccc1)C#N;887.63
Train;m677;Fenpropidin;N1(CC(Cc2ccc(C(C)(C)C)cc2)C)CCCCC1;558.51
Train;m678;Fenpropimorph;O1[C@H](CN(CC(Cc2ccc(C(C)(C)C)cc2)C)C[C@H]1C)C;717.34
Train;m679;Fenproporex (NARL);N(C(Cc1ccccc1)C)CCC#N;216.41
Test;m680;Fenpyroximate;O(c1n(nc(c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1)C)C)c1ccccc1;904.43
Train;m681;Fenson ;Clc1ccc(OS(=O)(=O)c2ccccc2)cc1;673.05
Train;m682;Fensulfothion;S=P(OCC)(Oc1ccc(S(=O)C)cc1)OCC;531.78
Train;m683;Fensulfothion-sulfon;P(=S)(Oc1ccc(cc1)S(=O)(=O)C)(OCC)OCC;547.82
Train;m684;Fentanyl;O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC;361.49
Train;m685;Fenthion;S=P(Oc1cc(c(SC)cc1)C)(OC)OC;741.78
Train;m686;Fenthion-oxon;S(c1c(cc(OP(=O)(OC)OC)cc1)C)C;573.78
Test;m687;Fenthion-sulfon;S(=O)(=O)(c1c(cc(OP(=S)(OC)OC)cc1)C)C;478.33
Train;m688;Fenthion-sulfoxide;S(=O)(c1c(cc(OP(=S)(OC)OC)cc1)C)C;456.18
Train;m689;Fenticonazole;Clc1c(C(OCc2ccc(Sc3ccccc3)cc2)Cn2cncc2)ccc(Cl)c1;921.99
Train;m690;Fentin (triphenylstannylium);[Sn](O)(c1ccccc1)(c1ccccc1)c1ccccc1;692.91
Train;m691;Fenuron;CN(C(=O)Nc1ccccc1)C;291.24
Train;m692;Fenvalerate;c1(C(C(=O)OC(c2cc(Oc3ccccc3)ccc2)C#N)C(C)C)ccc(cc1)Cl;918.94
Train;m693;Fexofenadine;OC(=O)C(c1ccc(cc1)C(CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C;486.73
Train;m694;Fipronil;Clc1c(n2nc(c(S(=O)C(F)(F)F)c2N)C#N)c(Cl)cc(c1)C(F)(F)F;702.07
Train;m695;Fipronil-desulfinyl;c1c(cc(c(c1Cl)n1c(c(c(n1)C#N)C(F)(F)F)N)Cl)C(F)(F)F;693.67
Train;m696;Fipronil-sulfide;Clc1c(n2nc(c(SC(F)(F)F)c2N)C#N)c(Cl)cc(c1)C(F)(F)F;721.16
Test;m697;Fipronilsulfone;c1(c(nn(c1N)c1c(cc(cc1Cl)C(F)(F)F)Cl)C#N)S(=O)(=O)C(F)(F)F;741.01
Train;m698;Flamprop;c1(N(C(=O)c2ccccc2)C(C(=O)O)C)cc(c(cc1)F)Cl;556.98
Test;m699;Flamprop-isopropyl;N(c1cc(c(cc1)F)Cl)(C(=O)c1ccccc1)C(C(=O)OC(C)C)C;728.03
Train;m700;Flazasulfuron;c1(c(cccn1)C(F)(F)F)S(=O)(=O)NC(=O)Nc1nc(cc(n1)OC)OC;553.93
Test;m701;Flecainide;O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCCN1;392.04
Train;m702;Flocoumafen Peak 1;C1(c2c(c3c(oc2=O)cccc3)O)c2c(CC(C1)c1ccc(cc1)OCc1ccc(cc1)C(F)(F)F)cccc2;849.45
Train;m703;Floctafenine Isomer 1;OCC(COC(=O)c1ccccc1Nc1ccnc2c1cccc2C(F)(F)F)O;590.58
Train;m704;Flonicamid;FC(F)(F)c1c(C(=O)NCC#N)cncc1;222.52
Test;m705;Florasulam;COc1ncc(c2n1nc(n2)S(=O)(=O)Nc1c(F)cccc1F)F;339.35
Train;m706;florfenicol ;S(=O)(=O)(c1ccc([C@H]([C@H](NC(=O)C(Cl)Cl)CF)O)cc1)C;261.46
Test;m707;Fluacrypyrim;FC(F)(F)c1nc(OC(C)C)nc(OCc2c(/C(=C\OC)/C(=O)OC)cccc2)c1;777.67
Train;m708;Fluanisone;c1(N2CCN(CC2)CCCC(=O)c2ccc(cc2)F)c(cccc1)OC;389.75
Test;m709;Fluazifop-p-butyl;C(=O)([C@@H](C)Oc1ccc(cc1)Oc1ccc(cn1)C(F)(F)F)OCCCC;818.14
Train;m710;Fluazinam;c1(c(c(c(cc1N(O)O)C(F)(F)F)Cl)N(O)O)Nc1c(cc(cn1)C(F)(F)F)Cl;837.99
Train;m711;Fluazuron;c1(Oc2c(cc(cn2)C(F)(F)F)Cl)cc(ccc1Cl)NC(=O)NC(=O)c1c(cccc1F)F;868.54
Train;m712;Flubendazole;Fc1ccc(C(=O)c2cc3nc([nH]c3cc2)NC(=O)OC)cc1;560.8
Test;m713;Fluconazole;Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O;286.66
Train;m714;Flucycloxuron;C(=N\OCc1ccc(cc1)NC(=O)NC(=O)c1c(cccc1F)F)(/C1CC1)\c1ccc(cc1)Cl;875.41
Train;m715;Flucythrinate;c1(C(C(=O)OC(c2cc(Oc3ccccc3)ccc2)C#N)C(C)C)ccc(cc1)OC(F)F;867.01
Train;m716;Fludioxonil;c12c(c3c(c[nH]c3)C#N)cccc1OC(O2)(F)F;624.18
Train;m717;Fludrocortisone;[C@]12([C@@]3(C(=CC(=O)CC3)CC[C@H]1[C@H]1[C@](C[C@@H]2O)([C@](CC1)(C(=O)COC(=O)C)O)C)C)F;485.2
